article_id,item_popularity,item_avg,product_type_name,product_group_name,colour_group_name,garment_group_name
830185001,1181,0.03945702435454011,Skirt,Garment Lower body,Black,Skirts
830273004,87,0.015934541203974285,Shirt,Garment Upper body,Dark Orange,Shirts
830459001,5,0.04550508474576271,Hoodie,Garment Upper body,Black,Jersey Fancy
830485001,200,0.049387881355932174,Leggings/Tights,Garment Lower body,Black,Jersey Fancy
830508001,266,0.024438511533069952,Top,Garment Upper body,Black,Jersey Fancy
830537001,4,0.03011864406779661,Trousers,Garment Lower body,Light Blue,Trousers Denim
830538001,520,0.04903422425032568,Dress,Garment Full body,Black,Knitwear
830581003,409,0.01648365173428368,Underwear bottom,Underwear,White,"Under-, Nightwear"
830702001,79,0.10827547736537223,Blouse,Garment Upper body,Off White,Blouses
830725004,20,0.024322033898305086,Dress,Garment Full body,Other Pink,Accessories
830728001,26,0.02376662320730117,Garment Set,Garment Full body,Other Pink,Accessories
830742001,782,0.0624441241492913,Blazer,Garment Upper body,Dark Green,Dressed
830813001,41,0.029024390243902434,Dress,Garment Full body,Light Purple,Accessories
830829001,5,0.015576271186440676,Other shoe,Shoes,Light Pink,Accessories
830839001,23,0.03401400147383935,Dress,Garment Full body,Other Pink,Accessories
830954003,18,0.02159039548022599,Trousers,Garment Lower body,Dark Grey,Jersey Basic
831000001,43,0.012866771777690186,Hair clip,Accessories,Dark Green,Accessories
831042002,21,0.02036642453591606,Swimsuit,Swimwear,Other Pink,Swimwear
831042004,5,0.020054237288135594,Swimsuit,Swimwear,Red,Swimwear
831042008,7,0.014368038740920094,Swimsuit,Swimwear,Black,Swimwear
831060001,105,0.03101791767554478,Sweater,Garment Upper body,Black,Knitwear
831070001,114,0.04888923580136779,Dress,Garment Full body,Yellowish Brown,Blouses
831177002,360,0.0459823917137476,Skirt,Garment Lower body,Light Blue,Trousers Denim
831193002,24,0.03365607344632768,Trousers,Garment Lower body,Dark Beige,Trousers
831218001,514,0.09789358965903826,Jacket,Garment Upper body,Black,Outdoor
831236001,42,0.01523204196933011,Vest top,Garment Upper body,White,Jersey Fancy
831254001,149,0.04628301672164709,Trousers,Garment Lower body,Black,Trousers
831278001,114,0.02898438893844782,Dress,Garment Full body,Yellow,Dresses Ladies
831282007,612,0.02950855766035232,Bra,Underwear,Black,"Under-, Nightwear"
831302003,247,0.030879434570781572,Skirt,Garment Lower body,Off White,Trousers
831390001,18,0.023984934086629002,Pyjama jumpsuit/playsuit,Nightwear,Light Pink,"Under-, Nightwear"
831398001,233,0.044917800247326736,Trousers,Garment Lower body,Black,Trousers
831429001,83,0.028900347151317125,Underwear bottom,Underwear,Black,"Under-, Nightwear"
831446002,584,0.07954611678662642,Jacket,Garment Upper body,Black,Trousers Denim
831545001,230,0.12566308032424467,Jacket,Garment Upper body,Black,Outdoor
831547010,172,0.01602493102089082,Blouse,Garment Upper body,Black,Blouses
831644003,398,0.0417823865088153,Heeled sandals,Shoes,Black,Shoes
831742003,19,0.015278322925958964,Dress,Garment Full body,Beige,Jersey Basic
831777002,1162,0.01955245193850454,Vest top,Garment Upper body,Black,Blouses
831777003,931,0.020648018350962107,Vest top,Garment Upper body,Dark Pink,Blouses
831809001,917,0.018673086520156063,Pyjama set,Nightwear,Pink,"Under-, Nightwear"
831809002,344,0.03075704572329522,Pyjama set,Nightwear,Light Blue,"Under-, Nightwear"
831861001,163,0.048515545388374756,Trousers,Garment Lower body,Blue,Trousers Denim
831939002,232,0.0325165838690824,Trousers,Garment Lower body,Light Blue,Trousers Denim
832080001,53,0.07217972497601534,Shirt,Garment Upper body,Off White,Unknown
832084003,59,0.016713875323182976,Dress,Garment Full body,Black,Dresses Ladies
832269001,27,0.0163578154425612,Dress,Garment Full body,Black,Jersey Basic
832271004,18,0.015718455743879475,T-shirt,Garment Upper body,Light Pink,Jersey Basic
832298006,2919,0.021535753479540832,Bikini top,Swimwear,Blue,Swimwear
832309005,2482,0.04431171553831644,Swimsuit,Swimwear,Red,Swimwear
832330002,4529,0.016102877501300534,Bikini top,Swimwear,Black,Swimwear
832359003,1693,0.01219100583659535,Top,Garment Upper body,Dark Green,Jersey Fancy
832362001,2167,0.02370408203170824,Top,Garment Upper body,Black,Jersey Fancy
832486002,17,0.00949950149551346,T-shirt,Garment Upper body,Black,Jersey Fancy
832490001,823,0.024214119488436235,Top,Garment Upper body,Light Grey,Jersey Fancy
832505003,256,0.024916247351694887,Bra,Underwear,Yellowish Brown,"Under-, Nightwear"
832520001,1159,0.024194849446483643,Sweater,Garment Upper body,White,Jersey Fancy
832522001,59,0.03089600689457053,Shorts,Garment Lower body,Off White,Trousers
832522002,20,0.04060762711864407,Shorts,Garment Lower body,Dark Blue,Trousers
832527001,708,0.026240472086565186,Bikini top,Swimwear,Orange,Swimwear
832527002,2108,0.028686898980477993,Bikini top,Swimwear,White,Swimwear
832732003,991,0.013666507037917512,Vest top,Garment Upper body,Light Orange,Jersey Fancy
832884002,1131,0.018073281481814505,Bra,Underwear,Light Blue,"Under-, Nightwear"
832933001,48,0.04832026836158191,Trousers,Garment Lower body,Grey,Jersey Fancy
832948002,7,0.023167070217917675,Garment Set,Garment Full body,Light Pink,Jersey Basic
832977001,392,0.08957346074022825,Jacket,Garment Upper body,Black,Outdoor
832995004,333,0.09356161245991758,Jacket,Garment Upper body,Light Turquoise,Outdoor
832997004,852,0.04184341927269836,Swimsuit,Swimwear,White,Swimwear
832999001,604,0.05480340105511286,Jumpsuit/Playsuit,Garment Full body,Black,Trousers
833000002,53,0.015160537256156058,Vest top,Garment Upper body,Light Beige,Jersey Fancy
833018001,4,0.016690677966101693,Shorts,Garment Lower body,Blue,Trousers Denim
833023002,7,0.032912832929782074,Shorts,Garment Lower body,Grey,Trousers Denim
833098004,74,0.06532501145213007,Bag,Accessories,Grey,Accessories
833099001,208,0.035776808996088656,Bag,Accessories,Yellowish Brown,Accessories
833335002,7,0.023227602905569012,Shorts,Garment Lower body,Blue,Trousers Denim
833343001,111,0.044368758589097536,Blouse,Garment Upper body,Off White,Blouses
833408001,60,0.049235028248587547,Sweater,Garment Upper body,Red,Unknown
833485005,26,0.024135593220338983,Swimwear set,Swimwear,Black,Swimwear
833499005,1468,0.024407599408857856,Bikini top,Swimwear,Other Yellow,Swimwear
833548001,592,0.04413144182317911,Jacket,Garment Upper body,Black,Outdoor
833771002,88,0.0047351694915254245,Hat/beanie,Accessories,Light Orange,Accessories
833776002,110,0.07247010785824347,Shirt,Garment Upper body,Blue,Blouses
833856001,62,0.020076271186440682,Bodysuit,Garment Upper body,Light Pink,Jersey Fancy
833964001,9,0.028517890772128057,Garment Set,Garment Full body,Blue,Woven/Jersey/Knitted mix Baby
834002001,521,0.01587741956472233,Earring,Accessories,Gold,Accessories
834020001,228,0.011813856675587271,Earring,Accessories,White,Accessories
834031001,1246,0.06361940582746156,Dress,Garment Full body,Black,Dresses Ladies
834049002,579,0.007961593630163051,Necklace,Accessories,Silver,Accessories
834055003,20,0.03622118644067796,Hoodie,Garment Upper body,Greenish Khaki,Jersey Fancy
834059002,2,0.06777966101694916,Trousers,Garment Lower body,Dark Beige,Trousers
834097001,113,0.03880035998200089,Dress,Garment Full body,Black,Dresses Ladies
834130001,102,0.01925789298770356,Hair/alice band,Accessories,Black,Accessories
834179002,1709,0.02430438059723692,Swimwear bottom,Swimwear,Black,Swimwear
834192001,419,0.048360705473079565,Trousers,Garment Lower body,Black,Trousers
834229002,25,0.015023050847457625,Trousers,Garment Lower body,Light Blue,Woven/Jersey/Knitted mix Baby
834269002,122,0.019908724645734927,Trousers,Garment Lower body,Dark Blue,Trousers
834270001,167,0.027490409012483497,Trousers,Garment Lower body,Dark Blue,Trousers
834326002,18,0.03895197740112994,Shirt,Garment Upper body,Dark Blue,Shirts
834368005,79,0.11589959236215405,Dress,Garment Full body,Light Blue,Dresses Ladies
834437002,3,0.02635593220338983,Shorts,Garment Lower body,Blue,Woven/Jersey/Knitted mix Baby
834462003,95,0.023859946476360375,Top,Garment Upper body,White,Knitwear
834552001,6,0.011451977401129944,Waterbottle,Accessories,Light Purple,Accessories
834558001,4,0.01855084745762712,Jumpsuit/Playsuit,Garment Full body,White,Woven/Jersey/Knitted mix Baby
834603001,152,0.0032334968777876895,Hair string,Accessories,Black,Accessories
834634001,11,0.012910631741140216,Trousers,Garment Lower body,Beige,Woven/Jersey/Knitted mix Baby
834647001,76,0.05536819803746656,Scarf,Accessories,Beige,Accessories
834660001,5,0.020227118644067794,Shirt,Garment Upper body,Green,Woven/Jersey/Knitted mix Baby
834678001,15,0.03912090395480226,Cardigan,Garment Upper body,Dark Orange,Woven/Jersey/Knitted mix Baby
834739003,318,0.015408112141562725,Underwear bottom,Underwear,Black,"Under-, Nightwear"
834842001,62,0.061449699289229075,Dress,Garment Full body,Light Blue,Dresses Ladies
834897002,34,0.026051345962113656,Shorts,Garment Lower body,Light Blue,Trousers Denim
834924004,121,0.021266143717607506,Sweater,Garment Upper body,Black,Knitwear
834925001,12,0.04987146892655367,Sweater,Garment Upper body,Light Turquoise,Jersey Fancy
834926001,39,0.04942416340721424,Leggings/Tights,Garment Lower body,Dark Pink,Jersey Fancy
834960002,416,0.027830752933507154,Trousers,Garment Lower body,White,Trousers
834983001,1,0.011000000000000001,T-shirt,Garment Upper body,White,Special Offers
834988001,5,0.019010169491525425,Bag,Accessories,Dark Beige,Accessories
835044008,160,0.11093188559322013,Skirt,Garment Lower body,Black,Jersey Fancy
835061003,7,0.031944309927360776,Shirt,Garment Upper body,Dark Beige,Shirts
835085001,172,0.041884706346078014,Dress,Garment Full body,Black,Jersey Fancy
835166001,120,0.015723446327683615,Necklace,Accessories,Light Orange,Accessories
835184001,28,0.027413438256658595,Sneakers,Shoes,White,Shoes
835216002,179,0.079375343244011,Dress,Garment Full body,Black,Dresses Ladies
835247002,885,0.03575813463564108,Dress,Garment Full body,Red,Dresses Ladies
835313006,7,0.02371186440677966,Trousers,Garment Lower body,Light Pink,Trousers
835348006,1045,0.06400047035925727,Jacket,Garment Upper body,Black,Outdoor
835348007,556,0.06327761858309967,Jacket,Garment Upper body,Light Pink,Outdoor
835348008,927,0.06412734719251102,Jacket,Garment Upper body,Greenish Khaki,Outdoor
835376002,2,0.016084745762711863,Trousers,Garment Lower body,Dark Blue,Jersey Basic
835390007,16,0.03378813559322033,Blouse,Garment Upper body,Light Pink,Blouses
835492001,171,0.03596183962731688,Dress,Garment Full body,Black,Jersey Fancy
835522002,14,0.01796731234866828,Sweater,Garment Upper body,Dark Blue,Jersey Basic
835522003,10,0.017037288135593222,Sweater,Garment Upper body,Grey,Jersey Basic
835540002,11,0.06249614791987674,Hat/beanie,Accessories,Black,Unknown
835543001,978,0.062345880558732886,Blazer,Garment Upper body,Off White,Dressed
835549001,828,0.01525116678948667,Bodysuit,Garment Upper body,Black,Jersey Basic
835605009,565,0.01495347232638366,T-shirt,Garment Upper body,Light Pink,Jersey Fancy
835634002,519,0.01428875608242709,Top,Garment Upper body,Light Pink,Jersey Fancy
835634004,870,0.01591841028638225,Top,Garment Upper body,Other Pink,Jersey Fancy
835666001,113,0.03260986950652466,Shirt,Garment Upper body,White,Shirts
835705002,3,0.01937853107344633,Tie,Accessories,Black,Accessories
835730001,1723,0.029480025969682428,Sweater,Garment Upper body,White,Knitwear
835851001,1298,0.04029001593063652,Blouse,Garment Upper body,White,Blouses
835941004,2,0.015796610169491528,Hat/beanie,Accessories,Light Grey,Accessories
836067001,11,0.0373482280431433,Dress,Garment Full body,Light Beige,Woven/Jersey/Knitted mix Baby
836095004,73,0.020803343394474115,Straw hat,Accessories,Light Beige,Accessories
836212001,82,0.05124183546920214,Trousers,Garment Lower body,Yellowish Brown,Trousers
836226001,1057,0.05379426903773076,Jumpsuit/Playsuit,Garment Full body,Greenish Khaki,Trousers
836235001,437,0.009122988015358987,Earring,Accessories,Gold,Accessories
836284003,904,0.020324171291435343,T-shirt,Garment Upper body,Light Orange,Jersey Fancy
836367002,231,0.07117565485362101,Skirt,Garment Lower body,Beige,Skirts
836393001,135,0.08224808537350912,Dress,Garment Full body,Light Beige,Dresses Ladies
836486003,23,0.01267870302137067,Trousers,Garment Lower body,Grey,Jersey Fancy
836551001,669,0.011298218945554965,Sandals,Shoes,Black,Shoes
836605003,99,0.03192021914055812,Scarf,Accessories,Orange,Accessories
836607001,85,0.01480039880358923,Scarf,Accessories,Light Pink,Accessories
836625002,280,0.019017493946731245,Dress,Garment Full body,Light Pink,Dresses Ladies
836699002,1504,0.02179713983050848,Dress,Garment Full body,Black,Jersey Fancy
836706003,825,0.022066029789419597,Dress,Garment Full body,Off White,Jersey Fancy
836806002,1,0.022016949152542376,Flat shoe,Shoes,Light Pink,Shoes
836918001,49,0.016584572812175718,Bodysuit,Garment Upper body,White,Jersey Fancy
837005007,343,0.01629376883925482,Top,Garment Upper body,Yellow,Jersey Fancy
837205001,203,0.011505635801953743,Ring,Accessories,Gold,Accessories
837374002,40,0.03771906779661015,Shorts,Garment Lower body,Dark Grey,Trousers Denim
837438002,326,0.04985894769678677,Sweater,Garment Upper body,Black,Knitwear
837439004,351,0.03705577285238305,Skirt,Garment Lower body,Dark Orange,Skirts
837448002,597,0.06902756721460411,Sweater,Garment Upper body,Light Beige,Knitwear
837576001,284,0.02868095010742419,Belt,Accessories,Black,Accessories
837580001,69,0.023647506755097022,Belt,Accessories,Dark Orange,Accessories
837625004,15,0.020708474576271185,Pyjama set,Nightwear,Dark Pink,"Under-, Nightwear"
837686002,38,0.03293443354148082,Shorts,Garment Lower body,Dark Grey,Trousers Denim
837708002,146,0.023359995356396553,Trousers,Garment Lower body,Dark Pink,Trousers
837741006,430,0.03870260149783204,Shorts,Garment Lower body,White,Shorts
837810001,508,0.09337788602695854,Jacket,Garment Upper body,Black,Outdoor
837938001,613,0.03581510769485995,Sweater,Garment Upper body,Orange,Knitwear
837949001,200,0.012876610169491534,Earring,Accessories,White,Accessories
838099002,134,0.012773083733873026,Necklace,Accessories,Silver,Accessories
838158004,6,0.016655367231638418,Shorts,Garment Lower body,Light Blue,Trousers Denim
838245003,121,0.03792660036419665,Blazer,Garment Upper body,Yellow,Outdoor
838324001,868,0.04084445051940972,Underwear body,Underwear,Black,"Under-, Nightwear"
838325001,5,0.04358983050847457,Jacket,Garment Upper body,Light Pink,Trousers Denim
838358001,24,0.09411723163841808,Boots,Shoes,Yellowish Brown,Shoes
838687003,274,0.009681182729184707,Shorts,Garment Lower body,Greenish Khaki,Shorts
838689007,144,0.013179378531073455,Shorts,Garment Lower body,Greenish Khaki,Shorts
838717002,208,0.020479546936114718,Shirt,Garment Upper body,Black,Blouses
838729002,1380,0.024068508965856012,Shirt,Garment Upper body,Light Purple,Blouses
838737001,7,0.01964406779661017,Shirt,Garment Upper body,Light Blue,Trousers Denim
838754001,11,0.025942989214175653,Shorts,Garment Lower body,Light Pink,Trousers Denim
838768001,6,0.050830508474576264,Scarf,Accessories,Dark Pink,Knitwear
838769002,501,0.017568659291586297,Shirt,Garment Upper body,Black,Blouses
838780003,263,0.012044080685699564,Shirt,Garment Upper body,Light Blue,Shirts
838780005,311,0.011930186931167914,Shirt,Garment Upper body,White,Shirts
838793001,3,0.011056497175141242,Cap/peaked,Accessories,Yellow,Accessories
838800001,13,0.011388526727509778,Cap/peaked,Accessories,Dark Blue,Accessories
838809003,567,0.0193537799300511,Dress,Garment Full body,Dark Green,Dresses Ladies
838849001,23,0.015488577745025791,Shirt,Garment Upper body,Red,Shirts
838857002,74,0.01100297755382501,Hat/brim,Accessories,Light Grey,Accessories
838901001,76,0.02365499553969669,Dungarees,Garment Full body,Orange,Woven/Jersey/Knitted mix Baby
839074001,274,0.06257243597674136,Blouse,Garment Upper body,Other Green,Blouses
839079003,15,0.023394350282485876,Sandals,Shoes,White,Shoes
839083003,8,0.019677966101694918,Sandals,Shoes,Light Beige,Shoes
839094001,8,0.012641949152542372,Bodysuit,Garment Upper body,Black,Jersey Fancy
839135001,11,0.0242557781201849,Dress,Garment Full body,Black,Jersey Fancy
839167002,16,0.031075211864406774,Dress,Garment Full body,Dark Red,Jersey Basic
839259001,88,0.02329834360554699,Trousers,Garment Lower body,Greenish Khaki,Trousers
839287002,206,0.02387864077669901,Sweater,Garment Upper body,Beige,Knitwear
839310001,115,0.02229344141488578,Sweater,Garment Upper body,White,Knitwear
839319002,3,0.031621468926553674,Dungarees,Garment Full body,Green,Jersey Fancy
839332003,679,0.060011083098275124,Blazer,Garment Upper body,Light Beige,Dressed
839332008,94,0.06610872701045804,Blazer,Garment Upper body,Light Grey,Dressed
839457002,693,0.024942842468266162,Bikini top,Swimwear,Dark Green,Swimwear
839464001,51,0.2819976736457295,Coat,Garment Upper body,Dark Grey,Unknown
839496004,814,0.014377961937283974,Top,Garment Upper body,Light Yellow,Jersey Fancy
839523001,142,0.031354261160181425,Skirt,Garment Lower body,Black,Jersey Fancy
839683001,143,0.02421950930425506,Sweater,Garment Upper body,White,Knitwear
839683002,138,0.024217514124293765,Sweater,Garment Upper body,Light Pink,Knitwear
839716001,165,0.03201766820749871,Cardigan,Garment Upper body,Light Beige,Knitwear
839809001,200,0.029575169491525406,Bodysuit,Garment Upper body,Black,Jersey Fancy
839844003,306,0.01330375540046527,Trousers,Garment Lower body,Black,Trousers
839899001,710,0.03298639293387448,Skirt,Garment Lower body,Black,Jersey Fancy
839915004,53,0.0316539814518708,Tailored Waistcoat,Garment Upper body,Light Grey,Dressed
839915005,27,0.03167482736974262,Tailored Waistcoat,Garment Upper body,Dark Blue,Dressed
840207004,20,0.01172457627118644,Jumpsuit/Playsuit,Garment Full body,Light Orange,Jersey Fancy
840272001,95,0.04907029438001784,Trousers,Garment Lower body,Black,Trousers
840350001,231,0.01600007337295472,Top,Garment Upper body,Black,Jersey Basic
840351004,436,0.008073277872803599,Vest top,Garment Upper body,Greenish Khaki,Jersey Basic
840448002,146,0.03560889250058044,Sweater,Garment Upper body,Pink,Knitwear
840489001,10,0.022766101694915254,Garment Set,Garment Full body,Dark Blue,Jersey Fancy
840506015,4,0.024406779661016946,Hoodie,Garment Upper body,Dark Red,Jersey Basic
840507002,2,0.016932203389830508,Trousers,Garment Lower body,Dark Blue,Jersey Basic
840509007,10,0.017101694915254238,Trousers,Garment Lower body,Light Pink,Jersey Basic
840509008,5,0.018179661016949154,Trousers,Garment Lower body,Pink,Jersey Basic
840509010,2,0.01695762711864407,Trousers,Garment Lower body,Light Grey,Jersey Basic
840582003,57,0.014476955099613446,Garment Set,Garment Full body,Light Yellow,Jersey Fancy
840592001,5,0.024288135593220336,T-shirt,Garment Upper body,Dark Blue,Unknown
840638004,7,0.024939467312348668,Trousers,Garment Lower body,Dark Yellow,Unknown
840720003,8,0.011828389830508473,Leggings/Tights,Garment Lower body,Light Grey,Jersey Basic
840720004,22,0.010427580893682589,Leggings/Tights,Garment Lower body,Light Pink,Jersey Basic
840849001,84,0.04626392251815976,Blouse,Garment Upper body,White,Blouses
840856001,107,0.04766972913036587,Shirt,Garment Upper body,White,Blouses
840889002,230,0.04798607221812821,Dress,Garment Full body,Light Beige,Jersey Fancy
840899001,4,0.02163559322033898,Trousers,Garment Lower body,Dark Blue,Jersey Fancy
840911002,59,0.014810112036771043,Top,Garment Upper body,Light Yellow,Jersey Fancy
840947003,1508,0.030426358854470995,Skirt,Garment Lower body,Beige,Skirts
841062008,69,0.029454679439941043,Sweater,Garment Upper body,Yellow,Jersey Fancy
841065001,3,0.031621468926553674,Jacket,Garment Upper body,Light Turquoise,Outdoor
841152001,16,0.03306038135593221,Hoodie,Garment Upper body,Grey,Unknown
841260010,1587,0.013903164482607642,T-shirt,Garment Upper body,White,Jersey Fancy
841260012,2158,0.015454579726991383,T-shirt,Garment Upper body,White,Jersey Fancy
841298005,394,0.018629656715133776,Blouse,Garment Upper body,Greenish Khaki,Blouses
841393001,12,0.011522598870056494,Earring,Accessories,Silver,Accessories
841400001,10,0.013050847457627118,Earring,Accessories,Silver,Accessories
841434007,1925,0.023671432973805844,Dress,Garment Full body,Dark Orange,Jersey Basic
841434012,2227,0.024322186113415432,Dress,Garment Full body,Light Orange,Jersey Basic
841544001,30,0.012925988700564972,Trousers,Garment Lower body,Grey,Jersey Fancy
841544014,82,0.013029764365440268,Trousers,Garment Lower body,Dark Beige,Jersey Fancy
841558008,33,0.012744735490498203,Sweater,Garment Upper body,Grey,Jersey Fancy
841884006,14,0.013066585956416465,Socks,Socks & Tights,Light Pink,"Under-, Nightwear"
841911001,25,0.12368881355932201,Dress,Garment Full body,Beige,Knitwear
841950001,3,0.021282485875706216,Dress,Garment Full body,White,Jersey Fancy
841960002,1767,0.016138518795622205,Vest top,Garment Upper body,Black,Jersey Basic
842000002,236,0.032440103418557915,Sweater,Garment Upper body,Light Green,Knitwear
842028007,303,0.03312860099569289,Skirt,Garment Lower body,Pink,Skirts
842061002,201,0.06413289484779494,Blouse,Garment Upper body,Off White,Blouses
842062007,188,0.028942571222502673,Skirt,Garment Lower body,Black,Skirts
842072001,1,0.06777966101694916,Outdoor trousers,Garment Lower body,Black,Outdoor
842112005,1983,0.03847833705137737,Dress,Garment Full body,White,Dresses Ladies
842165002,489,0.03157502339606945,Trousers,Garment Lower body,Off White,Trousers
842165008,31,0.041800984144341156,Trousers,Garment Lower body,Greenish Khaki,Trousers
842238001,1683,0.021393828615164548,Vest top,Garment Upper body,Black,Jersey Fancy
842333003,3,0.02281920903954802,Garment Set,Garment Full body,Off White,Outdoor
842450002,163,0.03786669439534157,Trousers,Garment Lower body,Blue,Trousers
842450003,192,0.032559763418079084,Trousers,Garment Lower body,Beige,Trousers
842543002,1,0.016932203389830508,Socks,Socks & Tights,Light Grey,Socks and Tights
842560003,58,0.03196580946814728,Trousers,Garment Lower body,Greenish Khaki,Jersey Basic
842605007,1111,0.023066591404903174,Blouse,Garment Upper body,Black,Blouses
842727001,1650,0.03239216230097582,Vest top,Garment Upper body,White,Blouses
842894001,9,0.024717514124293787,Sweater,Garment Upper body,Dark Turquoise,Knitwear
842952002,2195,0.02737760704219906,Cardigan,Garment Upper body,Dark Beige,Knitwear
842999001,169,0.031170594724701618,Sweater,Garment Upper body,Light Grey,Knitwear
843194002,344,0.02647437918801737,Top,Garment Upper body,Dark Green,Jersey Fancy
843205001,16,0.023029661016949154,Hoodie,Garment Upper body,Light Grey,Jersey Fancy
843213005,242,0.027049306625577807,Ballerinas,Shoes,Dark Beige,Shoes
843246002,463,0.026982172273675734,Top,Garment Upper body,Light Beige,Jersey Fancy
843272001,290,0.04716335476329631,Dress,Garment Full body,Light Pink,Dresses Ladies
843272002,242,0.05672124947471638,Dress,Garment Full body,Dark Blue,Dresses Ladies
843397006,71,0.01528741943184531,Bag,Accessories,Yellowish Brown,Accessories
843465003,324,0.048601799539652636,Trousers,Garment Lower body,Beige,Trousers
843465008,41,0.04947581645307975,Trousers,Garment Lower body,Light Beige,Trousers
843465010,56,0.05014558111380139,Trousers,Garment Lower body,Yellowish Brown,Trousers
843537001,427,0.029484975985392816,Trousers,Garment Lower body,Black,Trousers
843540001,94,0.023914172376487543,Trousers,Garment Lower body,Black,Jersey Fancy
843551002,145,0.021307305669199302,Shorts,Garment Lower body,Dark Grey,Shorts
843551003,128,0.021619968220338983,Shorts,Garment Lower body,Light Blue,Shorts
843555001,676,0.030243731822284688,Blouse,Garment Upper body,Dark Red,Blouses
843608001,47,0.06481175622069961,Scarf,Accessories,Light Orange,Accessories
843608002,59,0.06546997989083597,Scarf,Accessories,Orange,Accessories
843634004,121,0.0368093570528085,Trousers,Garment Lower body,Yellowish Brown,Trousers
843642001,177,0.04123585176673368,Trousers,Garment Lower body,Black,Trousers
843685002,2270,0.015600029866348078,T-shirt,Garment Upper body,Light Beige,Jersey Basic
843695001,427,0.018842416544278155,Belt,Accessories,Black,Accessories
843701001,495,0.043430782400273975,Cardigan,Garment Upper body,Beige,Knitwear
843793004,2433,0.02942967808452979,Bra,Underwear,Light Orange,"Under-, Nightwear"
843805005,122,0.015786746318421772,Bikini top,Swimwear,Light Purple,Swimwear
843805006,94,0.0161107104219257,Bikini top,Swimwear,Light Purple,Swimwear
843812001,251,0.020706192180430804,Bikini top,Swimwear,Black,Swimwear
843906001,395,0.01828877923192447,Bag,Accessories,Beige,Accessories
843906002,502,0.01925494631642919,Bag,Accessories,Pink,Accessories
843941002,4,0.033618644067796605,Jumpsuit/Playsuit,Garment Full body,White,Dresses/Skirts girls
843945006,22,0.025062403697996914,Skirt,Garment Lower body,Dark Blue,Dresses/Skirts girls
843945008,4,0.02413559322033898,Skirt,Garment Lower body,Blue,Dresses/Skirts girls
843960001,1,0.008457627118644067,Vest top,Garment Upper body,White,Jersey Basic
844106001,91,0.1232944682436208,Trousers,Garment Lower body,Off White,Unknown
844112002,50,0.31950474576271204,Trousers,Garment Lower body,Other Pink,Unknown
844198001,730,0.016105015091711215,Pyjama bottom,Nightwear,Grey,"Under-, Nightwear"
844241001,76,0.06308898305084747,Jacket,Garment Upper body,Yellow,Unknown
844279001,1,0.033881355932203386,Sneakers,Shoes,Dark Blue,Shoes
844291001,4,0.016932203389830508,Other accessories,Accessories,Black,Accessories
844302001,184,0.02564019896831245,Trousers,Garment Lower body,Light Blue,Trousers Denim
844395002,254,0.05638329107166686,Dress,Garment Full body,Light Blue,Blouses
844430001,3,0.033881355932203386,Sneakers,Shoes,Black,Shoes
844439002,1,0.050830508474576264,Sneakers,Shoes,White,Shoes
844456002,62,0.047611262985237796,Dress,Garment Full body,Light Green,Dresses Ladies
844529004,158,0.04975595365801328,Sweater,Garment Upper body,Dark Green,Knitwear
844551001,117,0.030823699840649,Sweater,Garment Upper body,Black,Knitwear
844660004,5,0.021793220338983055,Shorts,Garment Lower body,Dark Blue,Trousers
844708001,255,0.05583562645397139,Dress,Garment Full body,Pink,Dresses Ladies
844734001,399,0.01679389150843216,T-shirt,Garment Upper body,White,Jersey Fancy
844793002,14,0.016012106537530265,Sweater,Garment Upper body,Pink,Jersey Fancy
844806001,10,0.011055932203389832,Sweater,Garment Upper body,Light Pink,Jersey Fancy
844856001,136,0.038110792622133585,Trousers,Garment Lower body,Black,Trousers
844874006,561,0.015005317381189757,T-shirt,Garment Upper body,White,Jersey Fancy
844877001,94,0.09744230075730258,Jacket,Garment Upper body,Beige,Outdoor
844915002,1986,0.06219977981463477,Trousers,Garment Lower body,Dark Blue,Trousers Denim
844921002,7,0.022016949152542376,Sweater,Garment Upper body,Yellowish Brown,Knitwear
844932002,68,0.07935518444666001,Sweater,Garment Upper body,Yellowish Brown,Knitwear
844971002,25,0.11474101694915254,Shirt,Garment Upper body,Off White,Unknown
844986001,17,0.18793918245264207,Dress,Garment Full body,Yellowish Brown,Unknown
844996001,160,0.02871080508474576,Bag,Accessories,Black,Accessories
844997001,14,0.18785230024213076,Jacket,Garment Upper body,Greenish Khaki,Unknown
845046004,317,0.02041923755547238,Top,Garment Upper body,Dark Blue,Jersey Fancy
845075001,6,0.020951977401129945,Swimsuit,Swimwear,Blue,Accessories
845086001,29,0.04663939216832261,Sneakers,Shoes,Black,Shoes
845086002,9,0.05930508474576271,Sneakers,Shoes,White,Shoes
845112001,139,0.04918229484209242,Dress,Garment Full body,Black,Blouses
845189001,3,0.020322033898305083,Pyjama jumpsuit/playsuit,Nightwear,Dark Blue,"Under-, Nightwear"
845204003,62,0.054577091306724994,Blazer,Garment Upper body,Light Pink,Outdoor
845304001,16,0.029542372881355933,Shorts,Garment Lower body,Blue,Trousers Denim
845427012,11,0.014805855161787366,Sweater,Garment Upper body,Light Green,Jersey Basic
845445001,325,0.02072438070404172,Jumpsuit/Playsuit,Garment Full body,Black,Dresses Ladies
845446001,519,0.04635034780052903,Dress,Garment Full body,Black,Dresses Ladies
845458001,3,0.029813559322033893,Bag,Accessories,Black,Accessories
